DEVICE,Tester Type,Tester Config,Handler,Handler Config,Temperature,LogPoint,PPH
TPS40428RHAT,EAGLE,EAGLE,,,,,1087
TPS40490MHRHDR,I-FLEX,I-FLEX,,,,,1043
TPS40490MHRHDT,I-FLEX,I-FLEX,,,,,1043
TPS40490MLRHDR,I-FLEX,I-FLEX,,,,,816
TPS43060RTER,EAGLE,EAGLE,,,,,2227
TPS43060RTET,EAGLE,EAGLE,,,,,2227
TPS43061RTER,EAGLE,EAGLE,,,,,2375
TPS43061RTET,EAGLE,EAGLE,,,,,2375
TPS51116RGER,EAGLE,EAGLE,,,,,4407
TPS51116RGET,EAGLE,EAGLE,,,,,4407
TPS51117RGYR,EAGLE,EAGLE,,,,,6135
TPS51117RGYT,EAGLE,EAGLE,,,,,6135
TPS51120RHBR,EAGLE,EAGLE,,,,,1222
TPS51120RHBT,EAGLE,EAGLE,,,,,1222
TPS51123ARGER,EAGLE,EAGLE,,,,,2613
TPS51123ARGET,EAGLE,EAGLE,,,,,2613
TPS51123RGER,EAGLE,EAGLE,,,,,2654
TPS51123RGET,EAGLE,EAGLE,,,,,2654
TPS51124RGER,EAGLE,EAGLE,,,,,1831
TPS51124RGET,EAGLE,EAGLE,,,,,1831
TPS51125ARGER,EAGLE,EAGLE,,,,,2906
TPS51125ARGET,EAGLE,EAGLE,,,,,2906
TPS51125RGER,EAGLE,EAGLE,,,,,2960
TPS51125RGET,EAGLE,EAGLE,,,,,2960
TPS51200DRCR,EAGLE,EAGLE,,,,,4168
TPS51200DRCT,EAGLE,EAGLE,,,,,4168
TPS51206DSQR,EAGLE,EAGLE,,,,,5439
TPS51206DSQT,EAGLE,EAGLE,,,,,5439
TPS51211DSCR,EAGLE,EAGLE,,,,,8277
TPS51211DSCT,EAGLE,EAGLE,,,,,8277
TPS51212DSCR,EAGLE,EAGLE,,,,,8253
TPS51212DSCT,EAGLE,EAGLE,,,,,8253
TPS51216RUKR,EAGLE,EAGLE,,,,,3716
TPS51217DSCR,EAGLE,EAGLE,,,,,6961
TPS51217DSCT,EAGLE,EAGLE,,,,,6961
TPS51218DSCR,EAGLE,EAGLE,,,,,6756
TPS51218DSCT,EAGLE,EAGLE,,,,,6756
TPS51218GDSCR,EAGLE,EAGLE,,,,,6134
TPS51219RTER,EAGLE,EAGLE,,,,,3687
TPS51220ARSNR,EAGLE,EAGLE,,,,,882
TPS51220ARSNT,EAGLE,EAGLE,,,,,882
TPS51220ARTVR,EAGLE,EAGLE,,,,,1329
TPS51220ARTVT,EAGLE,EAGLE,,,,,1329
TPS51220RHBR,EAGLE,EAGLE,,,,,1472
TPS51220RHBT,EAGLE,EAGLE,,,,,1472
TPS51222RTVR,EAGLE,EAGLE,,,,,605
TPS51222RTVT,EAGLE,EAGLE,,,,,605
TPS51225BRUKR,EAGLE,EAGLE,,,,,3603
TPS51225BRUKT,EAGLE,EAGLE,,,,,3603
TPS51225CRUKR,EAGLE,EAGLE,,,,,3603
TPS51225CRUKT,EAGLE,EAGLE,,,,,3603
TPS51225RUKR,EAGLE,EAGLE,,,,,3603
TPS51225RUKT,EAGLE,EAGLE,,,,,3603
TPS51275BRUKR,EAGLE,EAGLE,,,,,3616
TPS51275BRUKT,EAGLE,EAGLE,,,,,3616
TPS51275CRUKR,EAGLE,EAGLE,,,,,3603
TPS51275CRUKT,EAGLE,EAGLE,,,,,3603
TPS51275RUKR,EAGLE,EAGLE,,,,,3603
TPS51275RUKT,EAGLE,EAGLE,,,,,3603
TPS51285ARUKR,EAGLE,EAGLE,,,,,4726
TPS51285ARUKT,EAGLE,EAGLE,,,,,4726
TPS51285BRUKR,EAGLE,EAGLE,,,,,4752
TPS51285BRUKT,EAGLE,EAGLE,,,,,4752
TPS51285RUKR,EAGLE,EAGLE,,,,,4168
TPS51311RGTR,EAGLE,EAGLE,,,,,3604
TPS51312DRCR,EAGLE,EAGLE,,,,,4234
TPS51312DRCT,EAGLE,EAGLE,,,,,4234
TPS51313DRCR,EAGLE,EAGLE,,,,,4106
TPS51313DRCT,EAGLE,EAGLE,,,,,4106
TPS51315RGFR,EAGLE,EAGLE,,,,,1867
TPS51315RGFT,EAGLE,EAGLE,,,,,1867
TPS51317RGBR,EAGLE,EAGLE,,,,,1829
TPS51317RGBT,EAGLE,EAGLE,,,,,1829
TPS51362RVER,EAGLE,EAGLE,,,,,3909
TPS51362RVET,EAGLE,EAGLE,,,,,3909
TPS51363RVER,EAGLE,EAGLE,,,,,3949
TPS51363RVET,EAGLE,EAGLE,,,,,3949
TPS51367RVER,EAGLE,EAGLE,,,,,3695
TPS51367RVET,EAGLE,EAGLE,,,,,3695
TPS51427ARHBR,EAGLE,EAGLE,,,,,1517
TPS51427ARHBT,EAGLE,EAGLE,,,,,1517
TPS51427RHBR,EAGLE,EAGLE,,,,,1573
TPS51427RHBT,EAGLE,EAGLE,,,,,1573
TPS51461RGER,EAGLE,EAGLE,,,,,2992
TPS51461RGET,EAGLE,EAGLE,,,,,2992
TPS51462RGER,EAGLE,EAGLE,,,,,3416
TPS51462RGET,EAGLE,EAGLE,,,,,3416
TPS51463RGER,EAGLE,EAGLE,,,,,3322
TPS51463RGET,EAGLE,EAGLE,,,,,3322
TPS51518RUKR,EAGLE,EAGLE,,,,,2402
TPS51518RUKT,EAGLE,EAGLE,,,,,2402
TPS51601ADRBR,EAGLE,EAGLE,,,,,5449
TPS51601ADRBT,EAGLE,EAGLE,,,,,5449
TPS51601DRBR,EAGLE,EAGLE,,,,,5896
TPS51601DRBT,EAGLE,EAGLE,,,,,5896
TPS51603DSGR,EAGLE,EAGLE,,,,,14288
TPS51604DSGR,EAGLE,EAGLE,,,,,15472
TPS51604DSGT,EAGLE,EAGLE,,,,,15472
TPS51610IRHBR,EAGLE,EAGLE,,,,,1849
TPS51610IRHBT,EAGLE,EAGLE,,,,,1849
TPS51620RHAR,EAGLE,EAGLE,,,,,1055
TPS51620RHAT,EAGLE,EAGLE,,,,,1055
TPS51621RHAR,EAGLE,EAGLE,,,,,1506
TPS51621RHAT,EAGLE,EAGLE,,,,,1506
TPS51622ARSMR,EAGLE,EAGLE,,,,,2955
TPS51622ARSMT,EAGLE,EAGLE,,,,,2955
TPS51622RSMR,EAGLE,EAGLE,,,,,2955
TPS51622RSMT,EAGLE,EAGLE,,,,,2955
TPS51623RSMR,EAGLE,EAGLE,,,,,2191
TPS51624RSMR,EAGLE,EAGLE,,,,,2126
TPS51624RSMT,EAGLE,EAGLE,,,,,2126
TPS51631ARSMR,EAGLE,EAGLE,,,,,2460
TPS51631ARSMT,EAGLE,EAGLE,,,,,2460
TPS51631RSMR,EAGLE,EAGLE,,,,,2981
TPS51631RSMT,EAGLE,EAGLE,,,,,2981
TPS51632RSMR,EAGLE,EAGLE,,,,,1942
TPS51632RSMT,EAGLE,EAGLE,,,,,1942
TPS51640ARSLR,EAGLE,EAGLE,,,,,1246
TPS51640ARSLT,EAGLE,EAGLE,,,,,1246
TPS51640RSLR,EAGLE,EAGLE,,,,,1087
TPS51640RSLT,EAGLE,EAGLE,,,,,1087
TPS51650RSLR,EAGLE,EAGLE,,,,,1231
TPS51650RSLT,EAGLE,EAGLE,,,,,1231
TPS51716RUKR,EAGLE,EAGLE,,,,,3715
TPS51716RUKT,EAGLE,EAGLE,,,,,3715
TPS51916ARUKR,EAGLE,EAGLE,,,,,3715
TPS51916ARUKT,EAGLE,EAGLE,,,,,3715
TPS51980ARTVR,EAGLE,EAGLE,,,,,959
TPS51980ARTVT,EAGLE,EAGLE,,,,,959
TPS51980RTVR,EAGLE,EAGLE,,,,,1377
TPS51983RHAR,EAGLE,EAGLE,,,,,1524
TPS53124RGER,EAGLE,EAGLE,,,,,1706
TPS53124RGET,EAGLE,EAGLE,,,,,1706
TPS53211ARGTR,EAGLE,EAGLE,,,,,4088
TPS53211ARGTT,EAGLE,EAGLE,,,,,4088
TPS53211RGTR,EAGLE,EAGLE,,,,,4037
TPS53211RGTT,EAGLE,EAGLE,,,,,4037
TPS53219ARGTR,EAGLE,EAGLE,,,,,3494
TPS53219ARGTT,EAGLE,EAGLE,,,,,3494
TPS53219RGTR,EAGLE,EAGLE,,,,,3490
TPS53219RGTT,EAGLE,EAGLE,,,,,3490
TPS53302RGTR,EAGLE,EAGLE,,,,,3038
TPS53302RGTT,EAGLE,EAGLE,,,,,3038
TPS53310RGTR,EAGLE,EAGLE,,,,,3773
TPS53310RGTT,EAGLE,EAGLE,,,,,3773
TPS53311RGTR,EAGLE,EAGLE,,,,,3715
TPS53311RGTT,EAGLE,EAGLE,,,,,3715
TPS53312RGTR,EAGLE,EAGLE,,,,,3165
TPS53312RGTT,EAGLE,EAGLE,,,,,3165
TPS53313RGER,EAGLE,EAGLE,,,,,2268
TPS53313RGET,EAGLE,EAGLE,,,,,2268
TPS53314RGFR,EAGLE,EAGLE,,,,,2781
TPS53314RGFT,EAGLE,EAGLE,,,,,2781
TPS53315RGFR,EAGLE,EAGLE,,,,,2762
TPS53315RGFT,EAGLE,EAGLE,,,,,2762
TPS53316RGTR,EAGLE,EAGLE,,,,,3391
TPS53316RGTT,EAGLE,EAGLE,,,,,3391
TPS53317RGBR,EAGLE,EAGLE,,,,,1798
TPS53317RGBT,EAGLE,EAGLE,,,,,1798
TPS53318DQPR,EAGLE,EAGLE,,,,,2542
TPS53318DQPT,EAGLE,EAGLE,,,,,2542
TPS53319DQPR,EAGLE,EAGLE,,,,,2576
TPS53319DQPT,EAGLE,EAGLE,,,,,2576
TPS53321RGTR,EAGLE,EAGLE,,,,,3566
TPS53321RGTT,EAGLE,EAGLE,,,,,3566
TPS53353DQPR,EAGLE,EAGLE,,,,,2775
TPS53353DQPT,EAGLE,EAGLE,,,,,2775
TPS53355ADQPR,EAGLE,EAGLE,,,,,2789
TPS53355ADQPT,EAGLE,EAGLE,,,,,2789
TPS53355DQPR,EAGLE,EAGLE,,,,,2913
TPS53355DQPT,EAGLE,EAGLE,,,,,2913
TPS53511RGTR,EAGLE,EAGLE,,,,,3426
TPS53511RGTT,EAGLE,EAGLE,,,,,3426
TPS53512RVER,EAGLE,EAGLE,,,,,2728
TPS53513RVER,EAGLE,EAGLE,,,,,2876
TPS53513RVET,EAGLE,EAGLE,,,,,2876
TPS53515ARVER,EAGLE,EAGLE,,,,,2927
TPS53515RVER,EAGLE,EAGLE,,,,,2721
TPS53515RVET,EAGLE,EAGLE,,,,,2721
TPS53623RSMR,EAGLE,EAGLE,,,,,2435
TPS53623RSMT,EAGLE,EAGLE,,,,,2435
TPS53624RHAR,EAGLE,EAGLE,,,,,1298
TPS53624RHAT,EAGLE,EAGLE,,,,,1298
TPS53631RSBR,EAGLE,EAGLE,,,,,397
TPS53640ARSBT,EAGLE,EAGLE,,,,,373
TPS53640RSBR,EAGLE,EAGLE,,,,,344
TPS53641RSBR,EAGLE,EAGLE,,,,,378
TPS53641RSBT,EAGLE,EAGLE,,,,,378
TPS53661RSBR,EAGLE,EAGLE,,,,,338
TPS53819ARGTR,EAGLE,EAGLE,,,,,4475
TPS53819ARGTT,EAGLE,EAGLE,,,,,4475
TPS53819RGTR,EAGLE,EAGLE,,,,,4679
TPS53819RGTT,EAGLE,EAGLE,,,,,4679
TPS53915RVER,EAGLE,EAGLE,,,,,2724
TPS53915RVET,EAGLE,EAGLE,,,,,2724
TPS54041DRBR,EAGLE,EAGLE,,,,,2884
TPS54061DRBR,EAGLE,EAGLE,,,,,2782
TPS54061DRBT,EAGLE,EAGLE,,,,,2782
TPS54062DRBR,EAGLE,EAGLE,,,,,2858
TPS54062DRBT,EAGLE,EAGLE,,,,,2858
TPS54120RGYR,EAGLE,EAGLE,,,,,570
TPS54120RGYT,EAGLE,EAGLE,,,,,570
TPS54122RHLR,EAGLE,EAGLE,,,,,837
TPS54218ARTER,EAGLE,EAGLE,,,,,8071
TPS54218RTER,EAGLE,EAGLE,,,,,4013
TPS54218RTER,EAGLE,EAGLE,,,,,8792
TPS54218RTET,EAGLE,EAGLE,,,,,8792
TPS54226ARGTR,EAGLE,EAGLE,,,,,2603
TPS54226RGTR,EAGLE,EAGLE,,,,,3045
TPS54226RGTT,EAGLE,EAGLE,,,,,3045
TPS54227DRCR,EAGLE,EAGLE,,,,,4517
TPS54227DRCT,EAGLE,EAGLE,,,,,4517
TPS54228DRCR,EAGLE,EAGLE,,,,,4538
TPS54228DRCT,EAGLE,EAGLE,,,,,4538
TPS542941RSAR,EAGLE,EAGLE,,,,,1779
TPS54294RSAR,EAGLE,EAGLE,,,,,2928
TPS54294RSAT,EAGLE,EAGLE,,,,,2928
TPS542951RSAR,EAGLE,EAGLE,,,,,1855
TPS54295RSAR,EAGLE,EAGLE,,,,,2785
TPS54295RSAT,EAGLE,EAGLE,,,,,2785
TPS54319RTER,EAGLE,EAGLE,,,,,10842
TPS54319RTET,EAGLE,EAGLE,,,,,10842
TPS54320RHLR,EAGLE,EAGLE,,,,,2940
TPS54320RHLT,EAGLE,EAGLE,,,,,2940
TPS54326ARGTR,EAGLE,EAGLE,,,,,3520
TPS54326RGTR,EAGLE,EAGLE,,,,,3220
TPS54326RGTT,EAGLE,EAGLE,,,,,3220
TPS54327DRCR,EAGLE,EAGLE,,,,,3826
TPS54328DRCR,EAGLE,EAGLE,,,,,3892
TPS54328DRCR-P,EAGLE,EAGLE,,,,,3879
TPS54328DRCT,EAGLE,EAGLE,,,,,3892
TPS54335DRCR,EAGLE,EAGLE,,,,,3888
TPS54335DRCT,EAGLE,EAGLE,,,,,3888
TPS54336DRCR,EAGLE,EAGLE,,,,,3920
TPS54341DPRR,EAGLE,EAGLE,,,,,2961
TPS54341DPRT,EAGLE,EAGLE,,,,,2961
TPS54341QDPRRQ1,EAGLE,EAGLE,,,,,2549
TPS54341QDPRTQ1,EAGLE,EAGLE,,,,,2549
TPS54361DPRR,EAGLE,EAGLE,,,,,2820
TPS54361DPRT,EAGLE,EAGLE,,,,,2820
TPS54361QDPRRQ1,EAGLE,EAGLE,,,,,2753
TPS54361QDPRTQ1,EAGLE,EAGLE,,,,,2753
TPS54394RSAR,EAGLE,EAGLE,,,,,1821
TPS54394RSAT,EAGLE,EAGLE,,,,,1821
TPS54395RSAR,EAGLE,EAGLE,,,,,1809
TPS54395RSAT,EAGLE,EAGLE,,,,,1809
TPS54418ARTER,EAGLE,EAGLE,,,,,4013
TPS54418ARTER,EAGLE,EAGLE,,,,,8107
TPS54418RTER,EAGLE,EAGLE,,,,,4013
TPS54418RTER,EAGLE,EAGLE,,,,,9297
TPS54426RSAR,EAGLE,EAGLE,,,,,3120
TPS54426RSAT,EAGLE,EAGLE,,,,,3120
TPS54427DRCR,EAGLE,EAGLE,,,,,3718
TPS54428DRCR,EAGLE,EAGLE,,,,,3523
TPS54428DRCT,EAGLE,EAGLE,,,,,3523
TPS54429ERSAR,EAGLE,EAGLE,,,,,2603
TPS54429ERSAT,EAGLE,EAGLE,,,,,2603
TPS54494RSAR,EAGLE,EAGLE,,,,,1829
TPS54494RSAT,EAGLE,EAGLE,,,,,1829
TPS54495RSAR,EAGLE,EAGLE,,,,,1799
TPS54495RSAT,EAGLE,EAGLE,,,,,1799
TPS544A22RVFR,EAGLE,EAGLE,,,,,1142
TPS544A22RVFT,EAGLE,EAGLE,,,,,1142
TPS544A24RVFR,EAGLE,EAGLE,,,,,1347
TPS544B20RVFR,EAGLE,EAGLE,,,,,898
TPS544B20RVFT,EAGLE,EAGLE,,,,,898
TPS544B22RVFR,EAGLE,EAGLE,,,,,1167
TPS544B22RVFT,EAGLE,EAGLE,,,,,1167
TPS544B24RVFR,EAGLE,EAGLE,,,,,1319
TPS544B24RVFT,EAGLE,EAGLE,,,,,1319
TPS544C20RVFR,EAGLE,EAGLE,,,,,888
TPS544C20RVFT,EAGLE,EAGLE,,,,,888
TPS544C22RVFR,EAGLE,EAGLE,,,,,976
TPS544C22RVFT,EAGLE,EAGLE,,,,,976
TPS544C24RVFR,EAGLE,EAGLE,,,,,981
TPS544C24RVFT,EAGLE,EAGLE,,,,,981
TPS54519RTER,EAGLE,EAGLE,,,,,2341
TPS54519RTET,EAGLE,EAGLE,,,,,2341
TPS54526RSAR,EAGLE,EAGLE,,,,,2924
TPS54526RSAT,EAGLE,EAGLE,,,,,2924
TPS54541DPRR,EAGLE,EAGLE,,,,,3026
TPS54541DPRT,EAGLE,EAGLE,,,,,3026
TPS54541QDPRRQ1,EAGLE,EAGLE,,,,,3026
TPS54541QDPRTQ1,EAGLE,EAGLE,,,,,3026
TPS54561DPRR,EAGLE,EAGLE,,,,,2771
TPS54561DPRT,EAGLE,EAGLE,,,,,2771
TPS54620RGYR,EAGLE,EAGLE,,,,,2986
TPS54620RGYT,EAGLE,EAGLE,,,,,2986
TPS54620RHLR,EAGLE,EAGLE,,,,,3048
TPS54620RHLT,EAGLE,EAGLE,,,,,3048
TPS54620RRGYR,EAGLE,EAGLE,,,,,2924
TPS54622ARHLR,EAGLE,EAGLE,,,,,2549
TPS54622RHLR,EAGLE,EAGLE,,,,,2549
TPS54622RHLT,EAGLE,EAGLE,,,,,2549
TPS54623RHLR,EAGLE,EAGLE,,,,,2355
TPS54623RHLT,EAGLE,EAGLE,,,,,2355
TPS54678RTER,EAGLE,EAGLE,,,,,2265
TPS54678RTET,EAGLE,EAGLE,,,,,2265
TPS54719RTER,EAGLE,EAGLE,,,,,2332
TPS54719RTET,EAGLE,EAGLE,,,,,2332
TPS54821RHLR,EAGLE,EAGLE,,,,,2623
TPS54821RHLT,EAGLE,EAGLE,,,,,2623
TPS55010RTER,EAGLE,EAGLE,,,,,2510
TPS55010RTET,EAGLE,EAGLE,,,,,2510
TPS55330RTER,EAGLE,EAGLE,,,,,2319
TPS55330RTET,EAGLE,EAGLE,,,,,2319
TPS55340QRTERQ1,EAGLE,EAGLE,,,,,2072
TPS55340QRTETQ1,EAGLE,EAGLE,,,,,2072
TPS55340RTER,EAGLE,EAGLE,,,,,2295
TPS55340RTET,EAGLE,EAGLE,,,,,2295
TPS55620RGRR,EAGLE,EAGLE,,,,,5776
TPS55620RGRT,EAGLE,EAGLE,,,,,5776
TPS56121ADQPR,EAGLE,EAGLE,,,,,2897
TPS56121DQPR,EAGLE,EAGLE,,,,,2977
TPS56121DQPT,EAGLE,EAGLE,,,,,2977
TPS56221ADQPR,EAGLE,EAGLE,,,,,2696
TPS56221DQPR,EAGLE,EAGLE,,,,,2920
TPS56221DQPT,EAGLE,EAGLE,,,,,2920
TPS59116RGER,EAGLE,EAGLE,,,,,4570
TPS59116RGET,EAGLE,EAGLE,,,,,4570
TPS59124RGER,EAGLE,EAGLE,,,,,1557
TPS59124RGET,EAGLE,EAGLE,,,,,1557
TPS59367RVET,EAGLE,EAGLE,,,,,3812
TPS59620RHAT,EAGLE,EAGLE,,,,,1601
TPS59621RHAR,EAGLE,EAGLE,,,,,1487
TPS59621RHAT,EAGLE,EAGLE,,,,,1487
TPS59640RSLR,EAGLE,EAGLE,,,,,1249
TPS59640RSLT,EAGLE,EAGLE,,,,,1249
TPS59641RSLR,EAGLE,EAGLE,,,,,1220
TPS59641RSLT,EAGLE,EAGLE,,,,,1220
TPS59650RSLR,EAGLE,EAGLE,,,,,1140
TPS59650RSLT,EAGLE,EAGLE,,,,,1140
TPS60150DRVR,EAGLE,EAGLE,,,,,13477
TPS60150DRVT,EAGLE,EAGLE,,,,,13477
TPS60151DRVR,EAGLE,EAGLE,,,,,14051
TPS60151DRVT,EAGLE,EAGLE,,,,,14051
TPS60230RGTR,EAGLE,EAGLE,,,,,3496
TPS60230RGTT,EAGLE,EAGLE,,,,,3496
TPS60231RGTR,EAGLE,EAGLE,,,,,3216
TPS60231RGTT,EAGLE,EAGLE,,,,,3216
TPS61020DRCR,EAGLE,EAGLE,,,,,4983
TPS61029DRCR,EAGLE,EAGLE,,,,,5032
TPS61029DRCT,EAGLE,EAGLE,,,,,5032
TPS61045ADRBR,VLCT,VLCT,,,,,2978
TPS61045ADRBT,VLCT,VLCT,,,,,2978
TPS61062DRBR,EAGLE,EAGLE,,,,,5188
TPS61081DRCR,EAGLE,EAGLE,,,,,3823
TPS61087DRCR,EAGLE,EAGLE,,,,,5244
TPS61087DRCT,EAGLE,EAGLE,,,,,5244
TPS61087RDRCR,EAGLE,EAGLE,,,,,4011
TPS61093DSKR,EAGLE,EAGLE,,,,,19360
TPS61093DSKT,EAGLE,EAGLE,,,,,19360
TPS61158DRVR,EAGLE,EAGLE,,,,,16444
TPS61158DRVT,EAGLE,EAGLE,,,,,16444
TPS61160DRVR,EAGLE,EAGLE,,,,,9660
TPS61160DRVT,EAGLE,EAGLE,,,,,9660
TPS61161ADRVR,EAGLE,EAGLE,,,,,9561
TPS61161ADRVT,EAGLE,EAGLE,,,,,9561
TPS61161DRVR,EAGLE,EAGLE,,,,,9232
TPS61161DRVT,EAGLE,EAGLE,,,,,9232
TPS61165DRVR,EAGLE,EAGLE,,,,,9232
TPS61165DRVR-P,EAGLE,EAGLE,,,,,6426
TPS61165DRVR-S,EAGLE,EAGLE,,,,,6426
TPS61165DRVT,EAGLE,EAGLE,,,,,9463
TPS61170DRVR,EAGLE,EAGLE,,,,,9463
TPS61170DRVR-P,EAGLE,EAGLE,,,,,6440
TPS61170DRVT,EAGLE,EAGLE,,,,,9463
TPS61172RTER,EAGLE,EAGLE,,,,,3500
TPS61173RTJR,EAGLE,EAGLE,,,,,2344
TPS61176RTER,EAGLE,EAGLE,,,,,4022
TPS61177RGRR,EAGLE,EAGLE,,,,,3568
TPS61183RTJR,EAGLE,EAGLE,,,,,2870
TPS61183RTJT,EAGLE,EAGLE,,,,,2870
TPS61187RTJR,EAGLE,EAGLE,,,,,2631
TPS61187RTJT,EAGLE,EAGLE,,,,,2631
TPS61189ARTJR,EAGLE,EAGLE,,,,,4295
TPS61200DRCR,EAGLE,EAGLE,,,,,4197
TPS61200DRCT,EAGLE,EAGLE,,,,,4197
TPS61201DRCR,EAGLE,EAGLE,,,,,4070
TPS61201DRCT,EAGLE,EAGLE,,,,,4070
TPS61202DRCR,EAGLE,EAGLE,,,,,4186
TPS61202DRCT,EAGLE,EAGLE,,,,,4186
TPS61230DRCR,EAGLE,EAGLE,,,,,4983
TPS61230DRCT,EAGLE,EAGLE,,,,,4983
TPS61232DRCR,EAGLE,EAGLE,,,,,4933
TPS61232DRCT,EAGLE,EAGLE,,,,,4933
TPS61240DRVR,EAGLE,EAGLE,,,,,29747
TPS61240DRVT,EAGLE,EAGLE,,,,,29747
TPS62040DRCR,EAGLE,EAGLE,,,,,5598
TPS62060DSGR,EAGLE,EAGLE,,,,,18032
TPS62060DSGT,EAGLE,EAGLE,,,,,18032
TPS62061DSGR,EAGLE,EAGLE,,,,,17480
TPS62061DSGT,EAGLE,EAGLE,,,,,17480
TPS62063DSGR,EAGLE,EAGLE,,,,,14260
TPS62063DSGT,EAGLE,EAGLE,,,,,14260
TPS62065DSGR,EAGLE,EAGLE,,,,,14468
TPS62065DSGT,EAGLE,EAGLE,,,,,14468
TPS62065QDSGRQ1,EAGLE,EAGLE,,,,,11653
TPS62067DSGR,EAGLE,EAGLE,,,,,17480
TPS62067DSGT,EAGLE,EAGLE,,,,,17480
TPS62080ADSGR,EAGLE,EAGLE,,,,,12708
TPS62085RLTR,EAGLE,EAGLE,,,,,17328
TPS62090QRGTRQ1,EAGLE,EAGLE,,,,,4211
TPS62090RGTR,EAGLE,EAGLE,,,,,4504
TPS62090RGTT,EAGLE,EAGLE,,,,,4504
TPS62091RGTR,EAGLE,EAGLE,,,,,4320
TPS62091RGTT,EAGLE,EAGLE,,,,,4320
TPS62092RGTR,EAGLE,EAGLE,,,,,4492
TPS62092RGTT,EAGLE,EAGLE,,,,,4492
TPS62093RGTR,EAGLE,EAGLE,,,,,4492
TPS62093RGTT,EAGLE,EAGLE,,,,,4492
TPS62095RGTR,EAGLE,EAGLE,,,,,4331
TPS62095RGTT,EAGLE,EAGLE,,,,,4331
TPS62110MRSAREP,I-FLEX,I-FLEX,,,,,3899
TPS62110RSAR,I-FLEX,I-FLEX,,,,,3724
TPS62110RSAT,I-FLEX,I-FLEX,,,,,3724
TPS62111MRSAREP,I-FLEX,I-FLEX,,,,,3759
TPS62111RSAR,I-FLEX,I-FLEX,,,,,4129
TPS62111RSAT,I-FLEX,I-FLEX,,,,,4129
TPS62112MRSAREP,I-FLEX,I-FLEX,,,,,3395
TPS62112RSAR,I-FLEX,I-FLEX,,,,,4100
TPS62112RSAT,I-FLEX,I-FLEX,,,,,4100
TPS62113RSAR,I-FLEX,I-FLEX,,,,,3936
TPS62113RSAT,I-FLEX,I-FLEX,,,,,3936
TPS62130AQRGTRQ1,EAGLE,EAGLE,,,,,4197
TPS62130AQRGTTQ1,EAGLE,EAGLE,,,,,4197
TPS62130ARGTR,EAGLE,EAGLE,,,,,4514
TPS62130ARGTT,EAGLE,EAGLE,,,,,4514
TPS62130DRGTR,EAGLE,EAGLE,,,,,4473
TPS62130DRGTT,EAGLE,EAGLE,,,,,4473
TPS62130GRGTR,EAGLE,EAGLE,,,,,4240
TPS62130GRGTT,EAGLE,EAGLE,,,,,4240
TPS62130RGTR,EAGLE,EAGLE,,,,,4600
TPS62130RGTT,EAGLE,EAGLE,,,,,4600
TPS62131RGTR,EAGLE,EAGLE,,,,,3841
TPS62131RGTT,EAGLE,EAGLE,,,,,3841
TPS62132RGTR,EAGLE,EAGLE,,,,,4377
TPS62132RGTT,EAGLE,EAGLE,,,,,4377
TPS62133RGTR,EAGLE,EAGLE,,,,,4470
TPS62133RGTT,EAGLE,EAGLE,,,,,4470
TPS62140ARGTR,EAGLE,EAGLE,,,,,4205
TPS62140ARGTT,EAGLE,EAGLE,,,,,4205
TPS62140RGTR,EAGLE,EAGLE,,,,,4554
TPS62140RGTT,EAGLE,EAGLE,,,,,4554
TPS62141RGTR,EAGLE,EAGLE,,,,,4149
TPS62141RGTT,EAGLE,EAGLE,,,,,4149
TPS62142RGTR,EAGLE,EAGLE,,,,,4355
TPS62142RGTT,EAGLE,EAGLE,,,,,4355
TPS62143RGTR,EAGLE,EAGLE,,,,,4378
TPS62143RGTT,EAGLE,EAGLE,,,,,4378
TPS62150AQRGTRQ1,EAGLE,EAGLE,,,,,4008
TPS62150AQRGTTQ1,EAGLE,EAGLE,,,,,4008
TPS62150ARGTR,EAGLE,EAGLE,,,,,4125
TPS62150ARGTT,EAGLE,EAGLE,,,,,4125
TPS62150RGTR,EAGLE,EAGLE,,,,,4171
TPS62150RGTT,EAGLE,EAGLE,,,,,4171
TPS62151RGTR,EAGLE,EAGLE,,,,,3902
TPS62151RGTT,EAGLE,EAGLE,,,,,3902
TPS62152QRGTRQ1,EAGLE,EAGLE,,,,,4398
TPS62152RGTR,EAGLE,EAGLE,,,,,4173
TPS62152RGTT,EAGLE,EAGLE,,,,,4173
TPS62153RGTR,EAGLE,EAGLE,,,,,4125
TPS62153RGTT,EAGLE,EAGLE,,,,,4125
TPS62175DQCR,EAGLE,EAGLE,,,,,25026
TPS62175DQCT,EAGLE,EAGLE,,,,,25026
TPS62177DQCR,EAGLE,EAGLE,,,,,24005
TPS62177DQCT,EAGLE,EAGLE,,,,,24005
TPS62240DRVR,EAGLE,EAGLE,,,,,6169
TPS62240DRVT,EAGLE,EAGLE,,,,,6169
TPS62243DRVR,EAGLE,EAGLE,,,,,6169
TPS62243DRVT,EAGLE,EAGLE,,,,,6169
TPS62260ADRVR,EAGLE,EAGLE,,,,,4077
TPS62262DRVR,EAGLE,EAGLE,,,,,6169
TPS62293DRVR,EAGLE,EAGLE,,,,,6169
TPS62400DRCR,EAGLE,EAGLE,,,,,2476
TPS62400DRCT,EAGLE,EAGLE,,,,,2476
TPS62401DRCR,EAGLE,EAGLE,,,,,2031
